country,ID,family_importance,friends_importance,leisure_importance,work_importance,freedom,life_satisfaction,financial_satisfaction,religiousity,political_scale,sex,birthyear,age,marital_status,employment
CAN,124070361,1,1,1,2,8,7,6,Not a religious person,6,Male,1975,45,Married,Full time
CAN,124070362,1,1,1,3,7,7,6,A religious person,2,Female,2000,19,Single,Student
CAN,124070363,1,1,1,1,8,8,9,An atheist,4,Female,1974,45,Married,Full time
CAN,124070364,1,2,1,2,8,8,8,Not a religious person,5,Female,1978,42,Single,Full time
CAN,124070365,1,2,1,2,8,8,8,Not a religious person,4,Male,1973,47,Married,Full time
CAN,124070366,1,2,1,2,8,6,8,Not a religious person,6,Female,1999,21,Single,Student
CAN,124070367,1,1,2,4,3,3,1,Not a religious person,2,Female,1961,59,Divorced,Unemployed
CAN,124070368,1,1,1,1,8,8,7,A religious person,7,Male,1949,71,Married,Retired/pensioned
CAN,124070369,2,2,2,1,9,8,9,An atheist,4,Male,1983,36,Married,Unemployed
CAN,124070370,1,2,1,1,10,10,10,A religious person,5,Female,1964,56,Living together as married,Full time
CAN,124070371,1,1,2,1,8,9,10,An atheist,8,Male,1993,27,Living together as married,Full time
CAN,124070372,1,3,2,1,7,6,8,Not a religious person,6,Male,1976,43,Single,Full time
CAN,124070373,1,1,2,2,8,9,9,Not a religious person,8,Female,1990,29,Married,Full time
CAN,124070374,2,1,2,2,7,7,5,An atheist,3,Female,2001,19,Single,Student
CAN,124070375,1,1,3,1,8,8,6,A religious person,9,Male,1986,34,Married,Full time
CAN,124070376,1,2,1,1,9,9,8,A religious person,5,Male,1961,58,Single,Full time
CAN,124070377,1,3,2,1,7,7,6,An atheist,7,Male,1976,44,Single,Full time
CAN,124070378,1,3,2,3,8,9,10,A religious person,5,Male,1951,68,Married,Retired/pensioned
CAN,124070379,1,1,2,3,5,8,8,A religious person,10,Male,1942,78,Married,Retired/pensioned
CAN,124070380,2,3,3,4,10,9,9,An atheist,3,Male,1942,78,Separated,Retired/pensioned
CAN,124070381,1,1,2,3,8,8,7,Not a religious person,3,Female,1952,67,Married,Retired/pensioned
CAN,124070382,2,2,2,2,9,9,8,Not a religious person,9,Male,1988,32,Married,Full time
CAN,124070383,1,1,1,2,8,7,7,Not a religious person,7,Female,1951,69,Living together as married,Retired/pensioned
CAN,124070384,2,2,1,1,6,6,7,Not a religious person,4,Male,1981,39,Single,Full time
CAN,124070387,1,3,1,2,2,9,3,A religious person,5,Male,1994,26,Living together as married,Unemployed
CAN,124070388,1,1,1,2,6,6,7,An atheist,1,Male,1982,38,Married,Full time
CAN,124070389,1,1,1,2,8,4,6,Not a religious person,5,Female,1986,34,Single,Unemployed
CAN,124070390,1,2,2,2,9,9,7,An atheist,8,Male,1986,34,Married,Full time
CAN,124070391,1,1,2,2,7,8,7,Not a religious person,7,Male,1978,42,Married,Full time
CAN,124070392,1,2,2,2,7,6,6,A religious person,5,Male,1977,43,Married,Full time
CAN,124070394,3,2,2,1,8,6,10,A religious person,7,Male,1987,34,Married,Full time
CAN,124070395,1,3,2,2,6,9,7,A religious person,7,Male,1988,32,Married,Full time
CAN,124070396,2,2,2,2,6,7,6,An atheist,4,Male,1945,75,Married,Part time
CAN,124070397,1,1,1,3,4,3,6,An atheist,5,Male,1988,31,Married,Full time
CAN,124070398,1,2,2,1,10,10,5,A religious person,5,Female,1992,28,Married,Homemaker not otherwise employed
CAN,124070399,2,1,2,2,7,7,6,A religious person,3,Male,1992,28,Living together as married,Unemployed
CAN,124070400,1,1,1,2,7,7,5,A religious person,6,Female,1961,58,Separated,Full time
CAN,124070402,1,2,2,2,8,8,7,An atheist,6,Male,1992,27,Living together as married,Full time
CAN,124070403,1,3,1,3,8,9,9,Not a religious person,5,Male,1961,59,Married,Retired/pensioned
CAN,124070404,3,2,2,3,7,6,5,Not a religious person,5,Male,1988,32,Single,Full time
CAN,124070405,1,2,1,2,8,7,7,A religious person,5,Female,1985,35,Living together as married,Full time
CAN,124070406,1,2,1,1,6,6,6,Not a religious person,5,Female,1988,32,Single,Full time
CAN,124070407,1,1,1,1,8,8,4,Not a religious person,5,Female,1987,33,Married,Full time
CAN,124070408,1,2,2,2,9,9,9,Not a religious person,9,Male,1979,41,Married,Full time
CAN,124070409,2,2,1,2,8,7,7,An atheist,8,Female,1982,37,Living together as married,Full time
CAN,124070410,1,2,1,2,8,9,9,A religious person,7,Male,1946,74,Married,Retired/pensioned
CAN,124070411,1,3,2,4,6,7,8,An atheist,1,Male,1949,71,Living together as married,Retired/pensioned
CAN,124070412,2,1,2,4,3,3,7,An atheist,6,Female,1965,55,Living together as married,Retired/pensioned
CAN,124070413,1,2,2,2,8,7,8,Not a religious person,4,Female,1954,66,Married,Part time
CAN,124070414,2,1,1,2,5,5,5,Not a religious person,5,Male,1988,32,Single,Full time
CAN,124070415,1,1,1,2,8,7,6,Not a religious person,5,Female,1986,33,Single,Full time
CAN,124070416,1,2,2,2,10,9,9,A religious person,10,Female,1985,35,Living together as married,Self employed
CAN,124070417,1,2,2,2,8,9,7,A religious person,7,Male,1985,34,Married,Full time
CAN,124070418,1,2,2,2,7,7,8,Not a religious person,6,Female,1971,49,Married,Part time
CAN,124070419,1,1,2,2,9,7,8,A religious person,4,Male,1947,73,Married,Retired/pensioned
CAN,124070421,1,1,1,1,6,5,7,Not a religious person,6,Male,1983,37,Single,Full time
CAN,124070422,1,2,2,2,8,9,9,An atheist,5,Male,1961,58,Living together as married,Full time
CAN,124070423,2,2,1,2,6,5,3,Not a religious person,6,Male,1993,27,Single,Student
CAN,124070425,1,1,1,3,8,7,4,A religious person,8,Male,1989,31,Married,Part time
CAN,124070426,1,1,1,2,9,8,7,A religious person,5,Female,1990,30,Single,Full time
CAN,124070427,1,2,2,3,9,7,8,A religious person,8,Male,1940,80,Married,Retired/pensioned
CAN,124070428,2,2,2,3,7,6,4,A religious person,5,Female,1987,32,Single,Student
CAN,124070429,1,1,2,1,8,10,8,A religious person,4,Female,2002,18,Single,Student
CAN,124070431,1,3,3,3,8,8,7,A religious person,6,Male,1956,64,Married,Retired/pensioned
CAN,124070432,1,1,2,1,7,7,8,Not a religious person,5,Male,1983,37,Married,Full time
CAN,124070433,1,2,2,2,8,8,8,A religious person,8,Female,1964,56,Married,Part time
CAN,124070434,1,2,1,3,8,8,8,A religious person,8,Male,1950,69,Married,Retired/pensioned
CAN,124070435,1,1,3,1,8,7,8,A religious person,7,Male,1992,28,Married,Full time
CAN,124070436,1,1,1,2,7,8,6,An atheist,3,Male,1992,28,Living together as married,Full time
CAN,124070437,1,1,1,1,7,7,8,An atheist,5,Female,1992,27,Living together as married,Full time
CAN,124070439,1,1,1,1,9,9,9,Not a religious person,9,Male,1957,63,Married,Retired/pensioned
CAN,124070440,1,1,1,2,7,7,7,A religious person,7,Male,1964,56,Living together as married,Full time
CAN,124070441,1,1,1,3,5,5,1,Not a religious person,5,Female,1991,29,Single,Full time
CAN,124070442,1,1,1,3,8,6,7,An atheist,4,Male,1971,48,Living together as married,Self employed
CAN,124070443,1,1,1,2,7,5,5,A religious person,10,Male,1970,50,Married,Full time
CAN,124070444,2,2,2,3,8,8,9,A religious person,4,Female,1951,69,Living together as married,Retired/pensioned
CAN,124070445,1,1,1,4,9,5,6,A religious person,3,Female,1954,66,Married,Retired/pensioned
CAN,124070446,1,2,2,2,6,5,2,Not a religious person,5,Female,1973,47,Single,Part time
CAN,124070447,1,1,2,1,6,7,6,Not a religious person,7,Male,1972,48,Married,Full time
CAN,124070448,1,1,1,2,8,8,8,A religious person,8,Male,1997,23,Single,Student
CAN,124070449,1,2,2,1,7,6,5,Not a religious person,6,Female,1977,43,Married,Unemployed
CAN,124070450,1,2,2,2,7,7,10,Not a religious person,6,Female,1961,59,Married,Retired/pensioned
CAN,124070451,2,4,1,2,10,10,10,Not a religious person,5,Male,1967,53,Married,Full time
CAN,124070452,1,1,2,2,9,7,7,Not a religious person,7,Male,1970,50,Single,Full time
CAN,124070453,1,2,2,2,7,8,8,An atheist,5,Female,1977,43,Married,Homemaker not otherwise employed
CAN,124070454,1,1,1,1,8,8,9,Not a religious person,3,Male,1950,70,Married,Self employed
CAN,124070456,1,1,1,3,6,3,1,Not a religious person,1,Female,1994,25,Single,Unemployed
CAN,124070457,2,1,1,2,8,7,6,Not a religious person,6,Male,2001,18,Single,Student
CAN,124070459,2,2,1,2,5,4,5,Not a religious person,6,Female,1996,24,Single,Part time
CAN,124070460,1,1,1,2,5,5,2,A religious person,5,Female,1954,66,Divorced,Part time
CAN,124070461,1,1,1,2,10,10,9,Not a religious person,3,Male,1991,29,Living together as married,Full time
CAN,124070463,1,1,2,2,9,7,7,Not a religious person,5,Male,1960,60,Married,Full time
CAN,124070464,1,2,2,4,9,8,8,Not a religious person,8,Male,1957,63,Married,Retired/pensioned
CAN,124070465,1,1,1,3,9,8,8,A religious person,8,Male,1986,34,Married,Full time
CAN,124070466,1,1,2,1,7,6,9,Not a religious person,5,Male,1990,30,Single,Full time
CAN,124070467,1,2,2,2,8,7,6,Not a religious person,5,Male,1969,51,Living together as married,Full time
CAN,124070468,1,1,1,2,7,7,6,A religious person,5,Male,1983,35,Married,Full time
CAN,124070469,1,1,2,1,9,8,9,An atheist,5,Female,1983,37,Separated,Full time
CAN,124070470,3,2,1,1,6,8,8,Not a religious person,2,Male,1982,38,Single,Full time
CAN,124070471,2,2,3,2,7,6,6,A religious person,6,Male,1994,26,Single,Full time
CAN,124070472,1,1,1,1,8,8,6,An atheist,7,Male,1979,41,Married,Full time
CAN,124070473,1,1,1,1,8,8,6,An atheist,3,Female,1980,40,Single,Full time
CAN,124070474,1,2,1,1,7,7,7,A religious person,7,Male,1962,58,Married,Full time
CAN,124070475,1,2,2,2,10,10,10,A religious person,6,Female,1983,37,Married,Full time
CAN,124070476,1,1,1,2,9,9,8,Not a religious person,6,Female,1986,34,Married,Part time
CAN,124070478,2,1,2,1,9,8,8,Not a religious person,8,Male,1993,26,Single,Full time
CAN,124070479,1,1,1,2,9,8,8,An atheist,5,Female,1963,56,Divorced,Full time
CAN,124070480,1,1,2,1,6,7,4,A religious person,7,Female,2000,20,Living together as married,Part time
CAN,124070481,2,2,2,2,7,6,7,Not a religious person,7,Female,1990,30,Married,Full time
CAN,124070482,1,1,1,1,8,8,7,Not a religious person,3,Male,1986,34,Single,Full time
CAN,124070483,1,2,2,2,10,6,7,Not a religious person,8,Male,1998,22,Married,Full time
CAN,124070484,1,2,1,4,8,6,8,A religious person,8,Male,1945,65,Married,Retired/pensioned
CAN,124070485,1,1,1,1,8,9,8,A religious person,7,Male,1980,40,Married,Full time
CAN,124070486,1,1,1,1,7,3,4,Not a religious person,8,Male,1943,76,Married,Retired/pensioned
CAN,124070487,1,2,2,2,7,7,7,Not a religious person,5,Female,2002,18,Single,Part time
CAN,124070488,2,1,1,2,7,8,8,A religious person,7,Male,1980,39,Single,Full time
CAN,124070490,1,2,1,2,7,7,8,A religious person,7,Female,1995,24,Married,Student
CAN,124070491,3,3,3,3,6,6,6,An atheist,6,Male,1994,25,Single,Full time
CAN,124070492,1,2,1,1,8,9,9,A religious person,8,Male,1995,25,Single,Student
CAN,124070493,1,1,1,4,8,7,5,Not a religious person,5,Male,1962,58,Married,Retired/pensioned
CAN,124070494,3,3,2,3,5,4,3,A religious person,8,Male,1969,51,Single,Full time
CAN,124070495,1,1,2,2,8,6,7,An atheist,2,Male,1960,60,Married,Full time
CAN,124070496,1,1,1,4,6,6,5,A religious person,3,Male,1972,48,Single,Unemployed
CAN,124070497,1,2,2,1,6,7,7,Not a religious person,6,Female,1978,41,Single,Full time
CAN,124070498,1,1,1,2,7,7,6,Not a religious person,5,Male,1965,54,Married,Full time
CAN,124070499,1,3,2,3,1,5,2,Not a religious person,3,Female,1981,39,Married,Other
CAN,124070500,1,1,1,2,8,6,8,An atheist,5,Male,1976,44,Single,Full time
CAN,124070501,1,1,1,1,8,9,10,An atheist,6,Male,1991,29,Single,Full time
CAN,124070502,1,2,2,3,7,8,8,A religious person,4,Male,1944,76,Married,Retired/pensioned
CAN,124070505,1,2,2,2,8,8,9,Not a religious person,6,Male,1949,71,Married,Retired/pensioned
CAN,124070506,1,1,2,2,5,7,7,A religious person,6,Male,1998,22,Single,Unemployed
CAN,124070507,1,1,1,2,8,8,8,Not a religious person,5,Female,1981,39,Married,Homemaker not otherwise employed
CAN,124070508,1,1,1,1,7,8,9,Not a religious person,3,Female,1999,20,Single,Full time
CAN,124070509,2,2,2,1,4,2,7,Not a religious person,5,Female,1978,42,Single,Self employed
CAN,124070510,1,1,1,2,7,7,7,A religious person,5,Female,1980,40,Married,Full time
CAN,124070511,1,1,2,2,8,9,7,An atheist,4,Female,1959,60,Married,Part time
CAN,124070512,1,2,2,2,7,6,7,Not a religious person,2,Female,1975,45,Single,Full time
CAN,124070513,1,1,1,3,8,7,6,Not a religious person,4,Female,1989,31,Married,Part time
CAN,124070514,1,2,2,1,3,3,7,Not a religious person,5,Female,1990,29,Single,Full time
CAN,124070515,1,1,1,1,8,8,5,A religious person,6,Female,1963,57,Divorced,Full time
CAN,124070516,1,2,1,3,2,5,7,Not a religious person,1,Female,1985,35,Married,Homemaker not otherwise employed
CAN,124070517,4,4,1,3,2,1,1,An atheist,5,Male,1969,51,Single,Unemployed
CAN,124070518,1,2,2,2,7,5,3,Not a religious person,3,Female,1969,51,Divorced,Full time
CAN,124070519,1,1,1,1,10,9,8,Not a religious person,4,Female,1979,41,Living together as married,Full time
CAN,124070520,1,2,1,2,8,9,9,A religious person,5,Female,1974,46,Married,Homemaker not otherwise employed
CAN,124070521,4,2,1,2,5,5,6,A religious person,5,Female,2002,18,Single,Part time
CAN,124070522,1,2,2,4,5,7,7,Not a religious person,7,Male,1951,68,Married,Retired/pensioned
CAN,124070523,1,1,1,4,10,10,10,A religious person,5,Male,1951,69,Married,Retired/pensioned
CAN,124070524,1,2,2,2,7,9,9,Not a religious person,5,Male,1952,68,Married,Retired/pensioned
CAN,124070525,1,1,1,2,8,8,7,Not a religious person,3,Male,1985,35,Married,Full time
CAN,124070526,1,2,3,2,8,1,1,Not a religious person,6,Female,1944,75,Single,Self employed
CAN,124070527,1,1,2,1,8,8,7,A religious person,8,Male,1988,32,Married,Full time
CAN,124070528,1,2,2,2,5,6,5,An atheist,5,Male,1969,51,Living together as married,Full time
CAN,124070529,1,1,2,1,8,8,7,Not a religious person,4,Male,1940,79,Married,Retired/pensioned
CAN,124070530,1,2,2,2,6,8,7,Not a religious person,3,Male,1990,30,Living together as married,Self employed
CAN,124070531,1,1,1,3,8,8,6,A religious person,5,Female,1949,71,Divorced,Retired/pensioned
CAN,124070532,1,3,2,3,10,8,6,A religious person,6,Male,1977,43,Married,Full time
CAN,124070533,1,1,1,4,5,5,5,A religious person,10,Male,1978,41,Single,Unemployed
CAN,124070534,1,2,1,2,9,9,7,A religious person,5,Male,1981,38,Married,Full time
CAN,124070535,1,1,1,2,3,3,7,A religious person,4,Female,1995,25,Single,Student
CAN,124070536,1,2,3,2,9,7,7,A religious person,10,Male,1977,43,Married,Part time
CAN,124070537,2,1,3,2,8,3,2,Not a religious person,6,Female,1958,62,Single,Unemployed
CAN,124070538,1,2,2,2,5,6,2,Not a religious person,5,Female,1968,52,Divorced,Unemployed
CAN,124070539,1,2,2,2,7,8,7,An atheist,5,Male,1984,36,Married,Full time
CAN,124070540,2,3,2,2,7,5,7,Not a religious person,4,Male,1988,32,Single,Student
CAN,124070541,1,2,2,1,8,8,7,Not a religious person,5,Female,1985,35,Single,Full time
CAN,124070542,1,3,2,1,8,10,9,Not a religious person,8,Male,1966,54,Married,Full time
CAN,124070543,2,3,1,2,5,4,2,An atheist,1,Male,1975,45,Married,Full time
CAN,124070544,1,2,1,2,2,3,8,An atheist,3,Female,1954,66,Single,Other
CAN,124070545,1,2,1,1,9,9,9,Not a religious person,3,Female,1990,30,Living together as married,Full time
CAN,124070546,1,2,2,3,8,9,6,A religious person,5,Female,1999,21,Single,Part time
CAN,124070547,2,2,2,3,7,4,5,A religious person,6,Female,1999,21,Single,Student
CAN,124070548,1,1,1,1,8,7,7,A religious person,7,Female,1953,67,Married,Part time
CAN,124070549,1,1,1,2,5,8,7,A religious person,6,Female,1954,65,Married,Retired/pensioned
CAN,124070550,1,1,1,2,8,5,5,An atheist,3,Male,1975,45,Living together as married,Full time
CAN,124070551,1,1,1,2,7,6,4,Not a religious person,5,Female,1976,44,Married,Unemployed
CAN,124070552,1,2,1,2,7,7,7,Not a religious person,5,Male,1971,49,Married,Full time
CAN,124070553,1,1,1,1,8,8,5,A religious person,5,Female,1979,41,Separated,Self employed
CAN,124070554,2,3,1,2,5,5,7,A religious person,5,Male,1988,32,Single,Full time
CAN,124070555,1,1,2,2,7,8,6,A religious person,7,Female,1987,33,Married,Part time
CAN,124070556,2,1,2,1,10,8,8,Not a religious person,9,Male,1974,45,Married,Self employed
CAN,124070558,1,1,1,1,9,8,7,A religious person,5,Male,1986,34,Married,Full time
CAN,124070559,2,1,1,2,8,8,8,A religious person,4,Male,1998,21,Married,Student
CAN,124070560,1,2,1,1,7,7,7,Not a religious person,5,Female,1973,47,Married,Full time
CAN,124070561,1,2,2,1,8,7,7,Not a religious person,5,Female,1993,27,Single,Student
CAN,124070562,1,1,2,1,9,9,6,A religious person,5,Female,1966,54,Single,Full time
CAN,124070563,1,3,2,2,7,7,2,Not a religious person,5,Male,1956,63,Single,Full time
CAN,124070564,1,1,1,1,9,9,7,An atheist,7,Female,1989,31,Living together as married,Full time
CAN,124070565,1,2,2,2,8,8,7,An atheist,7,Male,1950,69,Single,Retired/pensioned
CAN,124070566,1,1,1,3,9,9,9,An atheist,3,Male,1958,62,Married,Self employed
CAN,124070567,1,1,1,2,2,2,1,Not a religious person,5,Female,1962,58,Living together as married,Unemployed
CAN,124070568,1,1,1,2,8,8,8,Not a religious person,7,Female,1957,63,Married,Retired/pensioned
CAN,124070569,1,2,2,2,8,5,6,An atheist,7,Female,1999,21,Separated,Self employed
CAN,124070570,1,1,2,2,9,9,8,A religious person,5,Female,1976,44,Single,Full time
CAN,124070571,4,3,2,1,5,2,1,An atheist,5,Male,1984,36,Single,Unemployed
CAN,124070572,2,2,1,2,8,7,8,An atheist,3,Male,1994,26,Single,Full time
CAN,124070573,1,1,1,1,8,8,4,Not a religious person,4,Female,1961,59,Married,Full time
CAN,124070574,3,3,1,2,7,7,8,Not a religious person,4,Female,1973,47,Single,Full time
CAN,124070575,1,2,2,1,7,7,4,Not a religious person,3,Female,1993,27,Living together as married,Full time
CAN,124070576,1,1,1,2,3,3,6,Not a religious person,3,Female,2002,18,Single,Student
CAN,124070577,2,2,1,2,8,7,7,Not a religious person,8,Female,1954,66,Married,Retired/pensioned
CAN,124070578,2,2,2,1,3,6,5,Not a religious person,6,Male,1990,29,Single,Full time
CAN,124070579,1,1,1,1,7,8,8,Not a religious person,8,Female,1983,37,Married,Full time
CAN,124070580,1,1,1,1,7,6,7,A religious person,6,Male,1987,33,Single,Full time
CAN,124070581,1,1,2,1,8,8,7,A religious person,5,Male,1980,40,Married,Full time
CAN,124070582,1,1,2,1,10,7,8,Not a religious person,6,Female,1990,30,Single,Student
CAN,124070583,1,2,2,3,8,6,5,An atheist,2,Male,1977,42,Living together as married,Self employed
CAN,124070584,2,2,1,2,8,7,7,An atheist,5,Male,1994,25,Single,Full time
CAN,124070585,2,2,2,2,5,7,7,Not a religious person,3,Male,1985,35,Married,Full time
CAN,124070586,3,4,1,2,6,4,4,An atheist,3,Male,1984,36,Married,Unemployed
CAN,124070587,1,3,1,2,7,6,6,An atheist,5,Male,1977,44,Living together as married,Full time
CAN,124070588,1,1,1,1,4,3,4,An atheist,5,Female,1981,38,Single,Full time
CAN,124070589,1,3,1,2,7,6,6,Not a religious person,5,Male,1985,35,Single,Full time
CAN,124070590,3,3,2,2,10,8,1,A religious person,10,Male,1970,50,Single,Unemployed
CAN,124070595,1,1,1,4,4,4,8,An atheist,5,Female,1956,64,Married,Retired/pensioned
CAN,124070596,3,2,2,4,10,10,10,A religious person,10,Male,1975,44,Single,Unemployed
CAN,124070597,1,2,2,2,7,7,7,A religious person,9,Male,1994,26,Married,Full time
CAN,124070598,1,1,1,4,4,3,3,A religious person,5,Female,1971,48,Single,Other
CAN,124070599,2,2,2,2,5,5,6,Not a religious person,5,Male,1987,33,Living together as married,Full time
CAN,124070600,1,1,1,2,7,7,8,Not a religious person,4,Male,1996,24,Single,Student
CAN,124070601,1,1,1,1,8,8,4,A religious person,8,Male,1993,27,Single,Full time
CAN,124070602,2,2,2,2,4,3,4,A religious person,5,Female,1986,33,Single,Part time
CAN,124070603,2,1,2,4,1,3,4,A religious person,6,Male,1970,50,Living together as married,Full time
CAN,124070604,1,2,1,1,8,7,6,Not a religious person,4,Male,1977,43,Married,Full time
CAN,124070605,1,1,1,1,5,5,1,A religious person,5,Female,1992,28,Single,Part time
CAN,124070606,1,1,1,2,8,9,4,Not a religious person,5,Female,1987,33,Married,Homemaker not otherwise employed
