ID,country,family_importance,friends_importance,leisure_importance,work_importance,freedom,life_satisfaction,financial_satisfaction,political_scale,birthyear,age,religiousity,sex,marital_status,employment
702071764,SGP,1,2,1,2,4,5,4,-1,1999,21,,Female,Single,Part time
702071765,SGP,2,2,2,4,7,7,5,8,1950,70,A religious person,Female,Single,Retired/pensioned
702071766,SGP,1,1,2,1,10,10,10,6,1972,48,A religious person,Female,Divorced,Full time
702071767,SGP,1,1,1,1,8,8,8,-1,1956,64,A religious person,Male,Married,Self employed
702071768,SGP,1,2,2,1,5,5,1,-1,1966,54,Not a religious person,Male,Single,Unemployed
702071769,SGP,1,1,1,1,5,5,5,-1,1959,61,Not a religious person,Female,Married,Homemaker
702071770,SGP,1,1,2,1,5,5,5,-1,1992,28,Not a religious person,Male,Single,Full time
702071771,SGP,-2,4,2,1,5,5,5,-1,1969,51,,Male,Single,Self employed
702071772,SGP,1,1,2,1,5,5,5,-1,1990,30,A religious person,Male,Single,Self employed
702071773,SGP,1,1,1,1,5,5,5,-1,1994,26,Not a religious person,Male,Single,Full time
702071774,SGP,1,1,1,1,5,5,5,-1,1994,26,Not a religious person,Male,Single,Student
702071775,SGP,1,1,1,1,5,5,5,-1,1990,30,Not a religious person,Male,Married,Self employed
702071776,SGP,1,1,1,1,5,5,5,-1,1988,32,Not a religious person,Male,Single,Full time
702071777,SGP,1,1,2,2,10,10,5,-1,1988,32,Not a religious person,Male,Single,Full time
702071778,SGP,1,1,1,2,5,5,5,-1,1990,30,Not a religious person,Female,Single,Full time
702071779,SGP,1,1,1,1,5,5,5,-1,1989,31,A religious person,Female,Married,Full time
702071780,SGP,1,1,1,2,5,5,5,-1,1969,51,Not a religious person,Female,Married,Full time
702071781,SGP,1,2,2,3,5,8,9,10,1956,64,A religious person,Female,Married,Part time
702071782,SGP,1,2,2,1,5,6,6,5,1979,41,A religious person,Female,Married,Full time
702071783,SGP,1,2,3,1,6,8,7,5,1978,42,A religious person,Female,Married,Homemaker
702071784,SGP,1,2,3,1,6,5,3,-1,1981,39,A religious person,Female,Married,Part time
702071785,SGP,1,2,3,2,5,4,5,-1,1980,40,,Female,Married,Homemaker
702071786,SGP,1,2,2,2,5,6,4,5,1997,23,A religious person,Female,Single,Student
702071787,SGP,1,2,2,2,6,7,7,5,1951,69,A religious person,Female,Married,Homemaker
702071788,SGP,1,2,2,2,6,6,6,-1,1983,37,Not a religious person,Male,Married,Self employed
702071789,SGP,2,2,2,2,9,8,8,8,1967,53,A religious person,Female,Single,Full time
702071790,SGP,2,2,1,3,4,3,2,5,1949,71,A religious person,Male,Married,Part time
702071791,SGP,1,3,2,3,5,5,5,6,1933,87,A religious person,Female,Widowed,Retired/pensioned
702071792,SGP,1,1,2,2,7,7,7,7,1953,67,A religious person,Female,Married,Part time
702071793,SGP,1,1,2,4,5,7,10,8,1959,61,A religious person,Female,Single,Retired/pensioned
702071794,SGP,1,2,2,3,4,7,6,7,1960,60,A religious person,Female,Married,Homemaker
702071795,SGP,1,2,1,2,8,7,6,7,1986,34,A religious person,Male,Single,Full time
702071796,SGP,1,2,2,1,7,7,6,8,1954,66,A religious person,Male,Married,Unemployed
702071797,SGP,1,2,2,1,6,6,6,6,1975,45,A religious person,Male,Married,Full time
702071798,SGP,1,2,2,1,8,8,8,6,1990,30,Not a religious person,Female,Single,Full time
702071799,SGP,1,1,2,2,7,7,6,6,1943,77,An atheist,Male,Married,Unemployed
702071800,SGP,1,2,1,2,8,8,8,5,1974,46,A religious person,Male,Single,Full time
702071801,SGP,1,2,2,2,6,7,6,6,1958,62,A religious person,Male,Single,Full time
702071802,SGP,1,2,3,4,6,6,6,-1,1945,75,A religious person,Female,Widowed,Homemaker
702071803,SGP,1,2,2,2,7,7,7,7,1987,33,A religious person,Female,Married,Full time
702071804,SGP,1,2,2,1,8,7,7,5,1985,35,A religious person,Female,Married,Full time
702071805,SGP,1,2,2,2,7,7,8,6,1968,52,A religious person,Female,Married,Full time
702071806,SGP,1,2,2,2,8,8,8,6,1996,24,A religious person,Male,Single,Student
702071807,SGP,1,2,2,2,7,7,7,5,1960,60,A religious person,Male,Married,Full time
702071808,SGP,1,2,2,2,4,7,6,8,1974,46,Not a religious person,Female,Married,Full time
702071809,SGP,1,2,3,2,8,8,7,-2,1972,48,A religious person,Female,Single,Full time
702071810,SGP,1,2,2,2,7,7,6,5,1946,74,A religious person,Female,Widowed,Homemaker
702071811,SGP,1,2,2,2,5,5,5,-1,1961,59,A religious person,Male,Single,Unemployed
702071812,SGP,1,2,2,2,7,7,7,-1,1962,58,A religious person,Female,Single,Full time
702071813,SGP,1,2,2,3,7,6,7,3,1978,42,A religious person,Male,Married,Full time
702071814,SGP,1,2,2,2,7,7,5,-1,1937,83,A religious person,Female,Widowed,Part time
702071815,SGP,1,2,2,2,7,7,7,-1,1960,60,Not a religious person,Female,Married,Homemaker
702071816,SGP,2,2,2,3,7,7,8,7,1991,29,Not a religious person,Male,Single,Full time
702071817,SGP,1,2,2,1,5,5,4,-1,1974,46,A religious person,Female,Married,Part time
702071818,SGP,1,2,2,2,5,6,6,-1,1968,52,Not a religious person,Female,Married,Part time
702071819,SGP,1,2,2,2,3,4,8,4,1958,62,Not a religious person,Male,Single,Full time
702071820,SGP,1,2,2,2,7,7,8,5,1953,67,A religious person,Female,Married,Retired/pensioned
702071821,SGP,2,2,2,3,8,8,8,9,1951,69,A religious person,Female,Single,Retired/pensioned
702071822,SGP,1,1,2,1,7,7,7,8,1948,72,A religious person,Male,Married,Part time
702071823,SGP,1,2,2,2,8,7,7,5,1961,59,A religious person,Male,Married,Full time
702071824,SGP,1,1,2,3,8,8,7,8,1943,77,A religious person,Male,Divorced,Part time
702071825,SGP,1,1,1,1,10,10,10,8,1980,40,A religious person,Female,Married,Part time
702071826,SGP,2,2,1,2,4,6,5,5,1972,48,A religious person,Male,Single,Full time
702071827,SGP,2,2,2,3,7,7,7,5,1957,63,A religious person,Female,Married,Homemaker
702071828,SGP,2,2,2,2,5,5,5,9,1950,70,A religious person,Male,Divorced,Part time
702071829,SGP,1,2,2,4,7,7,7,8,1946,74,A religious person,Female,Divorced,Retired/pensioned
702071830,SGP,1,1,2,1,4,4,4,8,1964,56,A religious person,Female,Married,Part time
702071831,SGP,1,1,1,3,6,8,7,8,1953,67,A religious person,Female,Married,Retired/pensioned
702071832,SGP,1,2,2,2,5,6,6,8,1957,63,Not a religious person,Female,Single,Self employed
702071833,SGP,1,2,2,3,8,10,10,9,1969,51,A religious person,Female,Married,Homemaker
702071834,SGP,1,2,2,2,8,8,9,4,1991,29,Not a religious person,Male,Single,Full time
702071835,SGP,2,2,2,2,8,6,5,7,1995,25,Not a religious person,Female,Single,Full time
702071836,SGP,1,1,2,3,8,10,10,8,1997,23,Not a religious person,Female,Single,Student
702071837,SGP,1,1,1,1,7,7,7,4,1977,43,A religious person,Male,Single,Full time
702071838,SGP,1,1,3,3,6,6,7,8,1962,58,Not a religious person,Female,Separated,Homemaker
702071839,SGP,1,2,3,2,10,10,10,3,1979,41,An atheist,Female,Married,Homemaker
702071840,SGP,1,1,2,2,7,7,7,6,1946,74,An atheist,Female,Married,Retired/pensioned
702071841,SGP,2,2,2,2,6,5,5,5,1959,61,A religious person,Male,Divorced,Part time
702071842,SGP,1,2,2,2,7,7,7,6,1973,47,A religious person,Female,Married,Homemaker
702071843,SGP,1,2,2,2,10,10,6,6,1945,75,A religious person,Female,Married,Homemaker
702071844,SGP,1,2,2,3,10,10,7,5,1949,71,A religious person,Female,Married,Part time
702071845,SGP,1,2,3,3,8,7,8,5,1963,57,A religious person,Female,Married,Homemaker
702071846,SGP,1,2,2,2,8,9,9,6,1958,62,A religious person,Female,Single,Retired/pensioned
702071847,SGP,1,2,2,3,8,9,7,8,1951,69,A religious person,Female,Married,Part time
702071848,SGP,1,1,1,2,6,7,6,5,1945,75,A religious person,Male,Married,Retired/pensioned
702071849,SGP,1,1,2,3,7,7,7,6,1950,70,A religious person,Male,Married,Retired/pensioned
702071850,SGP,1,2,2,4,6,8,6,7,1949,71,A religious person,Female,Married,Retired/pensioned
702071851,SGP,1,3,1,3,5,5,5,-1,1964,56,Not a religious person,Female,Single,Unemployed
702071852,SGP,1,2,2,3,7,7,7,6,1950,70,A religious person,Female,Married,Homemaker
702071853,SGP,1,3,2,2,7,6,5,-1,1975,45,An atheist,Male,Married,Full time
702071854,SGP,1,1,1,1,7,7,7,4,1983,37,A religious person,Female,Married,Unemployed
702071855,SGP,1,2,2,2,8,5,2,5,1975,45,A religious person,Female,Separated,Full time
702071856,SGP,1,1,1,2,9,9,9,5,1967,53,An atheist,Female,Married,Part time
702071857,SGP,1,2,1,3,8,8,8,9,1951,69,An atheist,Female,Married,Retired/pensioned
702071858,SGP,1,2,2,2,8,8,7,6,1955,65,Not a religious person,Female,Married,Retired/pensioned
702071859,SGP,1,1,1,3,9,8,8,8,1950,70,A religious person,Female,Widowed,Retired/pensioned
702071860,SGP,1,3,2,3,7,5,4,5,1985,35,Not a religious person,Female,Divorced,Full time
702071861,SGP,1,2,1,2,8,8,8,3,1988,32,Not a religious person,Female,Married,Full time
702071862,SGP,1,1,1,2,9,8,6,3,1992,28,Not a religious person,Male,Single,Full time
702071863,SGP,1,2,2,1,8,8,7,3,1991,29,A religious person,Female,Married,Full time
702071864,SGP,1,2,2,2,3,3,2,1,1994,26,Not a religious person,Female,Single,Full time
702071865,SGP,1,2,2,2,7,8,8,4,1991,29,Not a religious person,Male,Married,Full time
702071866,SGP,1,1,1,1,9,7,7,1,1995,25,An atheist,Female,Single,Full time
702071867,SGP,1,1,1,1,7,10,10,1,1994,26,A religious person,Male,Single,Full time
702071868,SGP,1,3,3,2,4,8,8,5,1959,61,A religious person,Female,Single,Full time
702071869,SGP,1,1,1,2,6,7,7,3,1972,48,An atheist,Female,Married,Full time
702071870,SGP,1,1,1,2,2,8,6,2,1992,28,Not a religious person,Male,Single,Full time
702071871,SGP,1,1,2,2,8,7,7,3,1999,21,Not a religious person,Male,Single,Full time
702071872,SGP,1,1,1,3,10,9,7,3,1951,69,A religious person,Male,Married,Retired/pensioned
702071873,SGP,1,2,1,2,7,6,4,5,1979,41,Not a religious person,Female,Single,Full time
702071874,SGP,2,3,2,2,8,6,7,4,1963,57,A religious person,Male,Married,Part time
702071875,SGP,1,1,2,3,7,7,10,10,1954,66,A religious person,Female,Married,Homemaker
702071876,SGP,1,2,2,1,8,8,7,6,1971,49,A religious person,Female,Married,Full time
702071877,SGP,1,2,3,1,5,5,6,5,1972,48,A religious person,Female,Married,Full time
702071878,SGP,2,1,3,2,4,4,7,8,1957,63,An atheist,Female,Single,Part time
702071879,SGP,1,2,3,2,4,4,6,5,1987,33,A religious person,Male,Married,Self employed
702071880,SGP,1,2,2,2,7,8,10,8,1963,57,A religious person,Female,Married,Full time
702071881,SGP,1,2,2,2,6,7,6,10,1968,52,A religious person,Female,Married,Full time
702071882,SGP,1,1,1,2,8,8,5,10,1961,59,A religious person,Female,Married,Homemaker
702071883,SGP,1,2,2,2,7,7,4,7,1974,46,A religious person,Male,Married,Full time
702071884,SGP,1,2,1,2,6,7,1,10,1965,55,A religious person,Female,Single,Unemployed
702071885,SGP,2,2,3,2,8,7,8,5,1964,56,A religious person,Female,Single,Full time
702071886,SGP,1,2,1,2,8,7,7,6,1993,27,Not a religious person,Female,Single,Full time
702071887,SGP,1,1,1,1,7,7,7,2,1977,43,A religious person,Female,Married,Full time
702071888,SGP,1,1,1,2,8,8,8,2,1965,55,A religious person,Female,Married,Full time
702071889,SGP,2,2,3,2,10,10,10,-1,1998,22,A religious person,Male,Single,Full time
702071890,SGP,2,2,2,2,7,8,6,8,1947,73,A religious person,Female,Widowed,Part time
702071891,SGP,1,2,2,2,5,5,2,5,1961,59,A religious person,Female,Married,Homemaker
702071892,SGP,1,1,2,3,5,6,3,8,1948,72,A religious person,Female,Married,Retired/pensioned
702071893,SGP,1,1,1,2,7,7,7,6,1995,25,Not a religious person,Male,Single,Student
702071894,SGP,1,2,2,2,8,8,8,6,1984,36,Not a religious person,Female,Married,Full time
702071895,SGP,1,2,1,1,7,7,6,7,1989,31,A religious person,Female,Married,Full time
702071896,SGP,1,2,2,3,8,8,8,8,1954,66,A religious person,Female,Married,Retired/pensioned
702071897,SGP,1,2,2,1,10,10,10,6,1954,66,A religious person,Female,Married,Full time
702071898,SGP,1,2,2,2,10,10,10,6,1949,71,A religious person,Female,Married,Homemaker
702071899,SGP,1,2,2,1,6,7,6,8,1961,59,A religious person,Female,Married,Homemaker
702071900,SGP,1,2,2,2,6,7,7,5,1957,63,Not a religious person,Male,Married,Self employed
702071901,SGP,1,2,3,4,5,6,7,5,1962,58,Not a religious person,Male,Married,Full time
702071902,SGP,1,1,2,4,10,10,10,-1,1943,77,Not a religious person,Male,Married,Retired/pensioned
702071903,SGP,1,2,2,3,7,7,6,6,1963,57,Not a religious person,Male,Married,Self employed
702071904,SGP,1,2,2,2,6,6,5,-1,1992,28,A religious person,Female,Single,Full time
702071905,SGP,1,2,1,2,10,8,8,-1,1965,55,A religious person,Female,Married,Homemaker
702071906,SGP,1,2,2,3,5,8,5,-1,1958,62,A religious person,Female,Widowed,Homemaker
702071907,SGP,1,2,2,3,6,7,5,7,1954,66,Not a religious person,Male,Single,Unemployed
702071908,SGP,1,2,1,1,9,7,9,4,1981,39,Not a religious person,Female,Single,Full time
702071909,SGP,1,2,3,2,7,8,8,2,1989,31,Not a religious person,Female,Single,Full time
702071910,SGP,1,1,1,1,1,8,9,5,1957,63,Not a religious person,Female,Married,Part time
702071911,SGP,1,2,3,2,7,8,5,5,1958,62,Not a religious person,Female,Married,Full time
702071912,SGP,2,2,3,1,5,7,8,5,1961,59,A religious person,Female,Married,Homemaker
702071913,SGP,1,2,2,1,8,5,6,5,1969,51,Not a religious person,Male,Married,Full time
702071914,SGP,1,1,1,2,10,5,10,7,1936,84,A religious person,Male,Married,Retired/pensioned
702071915,SGP,1,1,1,1,8,7,3,-1,1957,63,An atheist,Female,Divorced,Full time
702071916,SGP,1,2,2,3,5,5,6,5,1964,56,Not a religious person,Male,Single,Full time
702071917,SGP,1,3,1,2,8,10,10,5,1959,61,A religious person,Female,Married,Unemployed
702071918,SGP,1,2,2,1,6,6,8,6,1962,58,A religious person,Female,Married,Homemaker
702071919,SGP,1,2,3,1,5,3,5,5,1960,60,A religious person,Female,Married,Homemaker
702071920,SGP,1,1,2,2,10,10,9,7,1974,46,A religious person,Female,Married,Self employed
702071921,SGP,2,2,2,3,7,8,7,6,1964,56,A religious person,Female,Single,Part time
702071922,SGP,1,2,2,1,7,7,5,5,1974,46,An atheist,Male,Married,Full time
702071923,SGP,1,2,1,2,7,7,7,3,1965,55,A religious person,Female,Married,Full time
702071924,SGP,1,2,1,1,8,6,6,5,1983,37,A religious person,Male,Single,Self employed
702071925,SGP,1,3,2,3,9,9,9,6,1948,72,An atheist,Male,Married,Retired/pensioned
702071926,SGP,1,1,1,3,7,8,7,6,1960,60,A religious person,Male,Married,Part time
702071927,SGP,2,2,2,3,8,7,6,-1,1965,55,A religious person,Male,Single,Part time
702071928,SGP,2,2,2,2,2,3,4,5,1957,63,A religious person,Male,Single,Self employed
702071929,SGP,1,1,1,2,3,5,3,5,1958,62,A religious person,Male,Single,Retired/pensioned
702071930,SGP,1,2,2,3,4,6,6,4,1960,60,Not a religious person,Male,Married,Unemployed
702071931,SGP,1,1,1,1,7,7,8,-1,1990,30,Not a religious person,Male,Single,Full time
702071932,SGP,1,2,2,3,7,6,9,-1,1931,89,A religious person,Male,Widowed,Retired/pensioned
702071933,SGP,1,1,1,1,8,8,9,8,1965,55,Not a religious person,Female,Separated,Full time
702071934,SGP,1,3,2,1,5,8,8,5,1956,64,A religious person,Female,Married,Part time
702071935,SGP,1,1,1,1,6,8,8,-1,1993,27,Not a religious person,Male,Single,Full time
702071936,SGP,3,2,2,1,3,4,3,-1,1955,65,Not a religious person,Female,Divorced,Part time
702071937,SGP,1,1,1,2,6,6,7,6,1995,25,Not a religious person,Male,Single,Full time
702071938,SGP,1,1,3,1,7,7,7,4,1967,53,A religious person,Female,Married,Full time
702071939,SGP,1,1,1,1,6,6,8,-1,1992,28,Not a religious person,Female,Single,Full time
702071940,SGP,1,2,2,1,10,10,10,6,1952,68,Not a religious person,Male,Married,Full time
702071941,SGP,1,1,2,3,7,7,7,9,1949,71,Not a religious person,Female,Single,Retired/pensioned
702071942,SGP,1,1,1,1,6,7,3,9,1970,50,,Female,Single,Full time
702071943,SGP,1,2,2,2,5,7,5,5,1966,54,A religious person,Female,Married,Part time
702071944,SGP,1,2,2,3,6,6,5,8,1937,83,,Female,Widowed,Retired/pensioned
702071945,SGP,1,2,2,3,6,-2,-2,9,1949,71,,Female,Married,Retired/pensioned
702071946,SGP,1,2,2,2,7,7,7,-1,1963,57,Not a religious person,Female,Widowed,Part time
702071947,SGP,1,2,2,1,8,9,8,3,1989,31,Not a religious person,Female,Married,Full time
702071948,SGP,1,2,1,2,7,8,10,8,1985,35,Not a religious person,Female,Married,Full time
702071949,SGP,1,2,2,2,7,8,8,5,1953,67,A religious person,Male,Married,Full time
702071950,SGP,1,1,1,2,7,7,7,5,1985,35,A religious person,Female,Married,Full time
702071951,SGP,1,2,2,2,6,6,7,6,1979,41,Not a religious person,Male,Married,Full time
702071952,SGP,2,2,2,3,4,6,8,1,1996,24,An atheist,Female,Single,Full time
702071953,SGP,1,2,4,2,4,4,4,5,1962,58,An atheist,Female,Single,Retired/pensioned
702071954,SGP,1,2,2,1,7,9,9,9,1964,56,A religious person,Male,Married,Full time
702071955,SGP,1,2,2,2,8,7,7,3,1991,29,A religious person,Female,Married,Full time
702071956,SGP,1,2,2,1,8,-2,7,-2,1993,27,A religious person,Male,Single,Full time
702071957,SGP,1,2,3,3,5,6,6,6,1952,68,An atheist,Female,Married,Homemaker
702071958,SGP,1,1,1,2,10,10,10,9,1971,49,A religious person,Female,Married,Full time
702071959,SGP,1,2,3,2,7,4,5,7,1975,45,A religious person,Female,Married,Retired/pensioned
702071960,SGP,1,1,1,1,5,5,5,5,1993,27,Not a religious person,Female,Single,Full time
702071961,SGP,1,2,1,2,5,5,5,-1,1965,55,,Female,Married,Full time
702071962,SGP,1,1,1,1,5,5,5,-1,1997,23,Not a religious person,Male,Single,Part time
702071963,SGP,1,1,1,1,5,5,5,-1,1999,21,A religious person,Female,Single,Part time
702071964,SGP,1,1,1,1,5,5,5,-1,1992,28,Not a religious person,Male,Single,Self employed
702071965,SGP,1,1,1,1,5,5,5,-1,1989,31,A religious person,Female,Single,Full time
702071966,SGP,1,1,1,1,5,5,5,-1,1992,28,A religious person,Male,Single,Full time
702071967,SGP,1,1,1,1,5,5,5,-1,1990,30,Not a religious person,Male,Single,Full time
702071968,SGP,2,2,2,2,7,5,6,5,1964,56,Not a religious person,Male,Single,Full time
702071969,SGP,1,1,1,2,8,8,8,-1,1954,66,A religious person,Female,Married,Full time
702071970,SGP,1,3,2,3,5,7,6,4,1987,33,A religious person,Female,Married,Homemaker
702071971,SGP,1,2,3,3,5,8,8,-1,1957,63,Not a religious person,Female,Widowed,Homemaker
702071972,SGP,1,1,1,1,6,7,8,8,1984,36,Not a religious person,Female,Married,Full time
702071973,SGP,1,1,1,1,6,7,8,7,1984,36,Not a religious person,Female,Married,Full time
702071974,SGP,1,1,1,1,7,7,7,5,1955,65,A religious person,Male,Married,Full time
702071975,SGP,1,2,2,1,5,4,4,-1,1964,56,Not a religious person,Male,Married,Full time
702071976,SGP,1,3,3,3,5,4,4,5,1948,72,A religious person,Female,Married,Homemaker
702071977,SGP,1,1,1,1,3,3,3,-1,1965,55,Not a religious person,Male,Divorced,Full time
702071978,SGP,1,3,2,3,5,6,6,3,1944,76,Not a religious person,Female,Widowed,Unemployed
702071979,SGP,1,3,2,3,7,7,7,-1,1951,69,A religious person,Male,Married,Retired/pensioned
702071980,SGP,1,3,3,2,4,4,3,-1,1956,64,Not a religious person,Female,Married,Unemployed
702071981,SGP,3,1,3,1,6,6,5,6,1954,66,Not a religious person,Male,Divorced,Full time
702071982,SGP,2,3,1,1,4,3,4,-1,1976,44,Not a religious person,Female,Divorced,Self employed
702071983,SGP,2,4,3,3,4,5,7,7,1950,70,Not a religious person,Male,Widowed,Retired/pensioned
702071984,SGP,1,1,1,1,4,8,7,-1,1977,43,Not a religious person,Male,Married,Full time
702071985,SGP,1,1,1,2,7,7,7,6,1972,48,Not a religious person,Male,Married,Full time
702071986,SGP,1,2,2,3,8,8,8,5,1972,48,Not a religious person,Male,Single,Full time
702071987,SGP,1,1,1,2,8,7,7,5,1967,53,Not a religious person,Male,Married,Full time
702071988,SGP,1,1,1,2,7,6,6,6,1969,51,A religious person,Male,Married,Full time
702071989,SGP,1,1,1,2,7,7,7,6,1974,46,A religious person,Male,Married,Full time
702071990,SGP,1,1,1,1,5,5,5,-1,1996,24,Not a religious person,Female,Single,Self employed
702071991,SGP,1,1,1,1,5,5,5,-1,1995,25,Not a religious person,Female,Single,Full time
702071992,SGP,1,1,2,1,5,5,5,-1,1997,23,Not a religious person,Female,Single,Self employed
702071993,SGP,1,1,2,1,5,5,5,-1,1993,27,Not a religious person,Male,Single,Full time
702071994,SGP,1,1,1,1,5,5,5,-1,1993,27,A religious person,Female,Single,Full time
702071995,SGP,1,1,1,1,5,5,5,-1,1973,47,Not a religious person,Male,Divorced,Full time
702071996,SGP,1,2,3,1,10,10,10,5,1991,29,A religious person,Female,Single,Unemployed
702071997,SGP,1,1,1,3,7,8,8,8,1944,76,A religious person,Male,Married,Retired/pensioned
702071998,SGP,1,1,2,2,10,10,10,6,1961,59,A religious person,Male,Widowed,Full time
702071999,SGP,1,1,2,2,7,7,8,5,1962,58,A religious person,Male,Widowed,Retired/pensioned
702072000,SGP,1,1,2,3,6,5,6,7,1940,80,Not a religious person,Male,Widowed,Retired/pensioned
702072001,SGP,1,1,1,1,6,7,6,7,1979,41,Not a religious person,Female,Married,Full time
702072002,SGP,1,1,2,3,6,7,7,7,1941,79,Not a religious person,Female,Widowed,Retired/pensioned
702072003,SGP,1,2,3,2,6,6,4,-1,1976,44,Not a religious person,Male,Married,Full time
702072004,SGP,1,2,2,4,10,9,5,5,1984,36,A religious person,Female,Married,Full time
702072005,SGP,1,2,3,1,7,7,4,7,1982,38,Not a religious person,Male,Married,Full time
702072006,SGP,1,1,1,2,10,9,10,5,1962,58,Not a religious person,Male,Married,Self employed
702072007,SGP,1,1,1,2,8,6,8,5,1970,50,A religious person,Male,Married,Student
702072008,SGP,1,4,2,1,3,3,2,-1,1976,44,A religious person,Male,Divorced,Self employed
702072009,SGP,1,1,1,2,5,5,5,1,1981,39,An atheist,Male,Married,Self employed
702072010,SGP,1,2,2,2,6,4,4,5,1964,56,A religious person,Male,Married,Self employed
702072011,SGP,1,2,2,1,8,7,5,6,1976,44,A religious person,Male,Single,Full time
702072012,SGP,1,2,3,2,5,6,6,8,1969,51,A religious person,Male,Married,Full time
764070001,THA,1,2,2,1,10,10,9,5,1961,56,A religious person,Female,Married,Full time
764070002,THA,1,2,2,1,7,6,8,5,1982,35,Not a religious person,Male,Married,Part time
764070003,THA,2,2,2,2,5,5,3,5,1993,24,Not a religious person,Male,Single,Full time
764070004,THA,1,3,2,1,8,8,8,5,1980,37,A religious person,Female,Married,Full time
764070005,THA,1,2,3,1,10,10,1,1,1959,58,A religious person,Female,Married,Self employed
764070006,THA,1,3,3,1,4,7,9,6,1962,55,A religious person,Male,Married,Self employed
764070007,THA,1,2,1,1,5,6,7,7,1967,50,Not a religious person,Female,Single,Self employed
764070008,THA,1,3,3,2,8,8,7,2,1973,44,Not a religious person,Male,Married,Self employed
764070009,THA,1,2,3,2,1,1,10,5,1980,37,A religious person,Male,Single,Full time
764070010,THA,1,2,1,1,8,9,9,6,1962,55,A religious person,Male,Married,Part time
764070011,THA,1,2,3,1,7,6,7,8,1988,29,Not a religious person,Male,Married,Self employed
764070012,THA,1,2,-2,1,5,8,7,5,1972,45,Not a religious person,Female,Married,Homemaker
764070013,THA,1,1,2,1,7,6,5,5,1984,33,Not a religious person,Male,Widowed,Full time
764070014,THA,1,2,2,2,10,10,9,6,1979,38,Not a religious person,Male,Married,Full time
764070015,THA,1,2,2,2,1,10,6,6,1956,61,Not a religious person,Female,Married,Retired/pensioned
764070016,THA,1,2,3,2,3,5,5,5,1955,62,Not a religious person,Female,Widowed,Retired/pensioned
764070017,THA,1,2,2,2,5,5,5,6,1972,45,Not a religious person,Male,Living together as married,Full time
764070018,THA,1,2,3,2,10,5,6,6,1981,36,Not a religious person,Female,Married,Self employed
764070019,THA,1,1,4,1,5,5,5,6,1968,49,Not a religious person,Male,Single,Self employed
764070020,THA,2,3,4,2,10,10,10,5,1964,53,Not a religious person,Female,Living together as married,Self employed
764070021,THA,1,3,4,2,4,5,5,6,1978,39,Not a religious person,Male,Married,Self employed
764070022,THA,2,3,3,2,-1,8,8,5,1956,61,Not a religious person,Female,Single,Retired/pensioned
764070023,THA,2,3,3,2,7,6,8,5,1980,37,Not a religious person,Female,Living together as married,Full time
764070024,THA,-1,-2,3,,5,2,9,3,1969,48,A religious person,Female,Single,Self employed
764070025,THA,1,3,3,3,4,6,5,6,1969,48,A religious person,Male,Living together as married,Self employed
764070026,THA,2,2,3,2,6,6,6,6,1958,59,Not a religious person,Male,Living together as married,Full time
764070027,THA,1,2,2,2,5,8,8,5,1969,48,Not a religious person,Female,Living together as married,Full time
764070028,THA,1,2,2,1,5,8,8,5,1961,56,Not a religious person,Female,Living together as married,Self employed
764070029,THA,1,2,2,2,4,6,6,5,1981,36,Not a religious person,Male,Married,Full time
764070030,THA,1,2,2,2,7,6,6,5,1968,49,Not a religious person,Male,Living together as married,Full time
764070031,THA,1,2,2,1,8,8,8,6,1989,28,Not a religious person,Female,Single,Full time
764070032,THA,1,2,2,2,3,3,3,5,1958,59,Not a religious person,Female,Living together as married,Homemaker
764070033,THA,1,1,2,1,6,5,5,5,1983,34,Not a religious person,Male,Single,Full time
764070034,THA,1,2,3,3,3,5,5,5,1955,62,Not a religious person,Female,Living together as married,Retired/pensioned
764070035,THA,1,2,2,1,7,7,7,5,1970,47,Not a religious person,Male,Married,Full time
764070036,THA,1,2,3,3,5,5,5,5,1956,61,Not a religious person,Male,Married,Retired/pensioned
764070037,THA,1,1,2,1,3,5,5,5,1962,55,Not a religious person,Male,Married,Full time
764070038,THA,1,2,3,3,3,8,8,5,1957,60,Not a religious person,Male,Married,Retired/pensioned
764070039,THA,1,1,2,2,8,5,5,5,1986,31,Not a religious person,Male,Single,Full time
764070040,THA,1,2,3,4,3,5,5,5,1955,62,Not a religious person,Female,Living together as married,Retired/pensioned
764070041,THA,1,2,2,2,7,5,5,5,1982,35,Not a religious person,Female,Single,Full time
764070042,THA,1,1,2,1,8,8,8,5,1990,27,Not a religious person,Female,Single,Full time
764070043,THA,1,1,2,1,8,8,8,5,1990,27,Not a religious person,Female,Single,Full time
764070044,THA,1,2,3,2,2,6,6,5,1958,59,Not a religious person,Female,Married,Full time
764070045,THA,1,2,2,2,3,3,3,5,1968,49,Not a religious person,Male,Divorced,Full time
764070046,THA,1,3,3,2,2,3,3,5,1958,59,Not a religious person,Female,Separated,Homemaker
764070047,THA,1,2,2,2,8,8,8,5,1971,46,Not a religious person,Male,Living together as married,Full time
764070048,THA,1,1,2,1,6,4,4,5,1990,27,Not a religious person,Male,Single,Full time
764070049,THA,1,2,2,1,7,7,7,5,1972,45,Not a religious person,Female,Single,Full time
764070050,THA,1,2,2,2,7,7,7,5,1978,39,Not a religious person,Female,Separated,Full time
764070051,THA,1,1,2,2,1,2,2,5,1981,36,Not a religious person,Male,Separated,Full time
