ID,country,family_importance,friends_importance,leisure_importance,work_importance,freedom,life_satisfaction,financial_satisfaction,political_scale,birthyear,age,religiousity,sex,marital_status,employment
360070001,IDN,1,2,2,1,8,8,3,8,1998,20,A religious person,Male,Single,Part time
360070002,IDN,1,2,2,1,7,8,4,-1,1983,35,A religious person,Female,Married,Self employed
360070003,IDN,1,1,1,1,5,5,3,3,1997,21,A religious person,Male,Single,Part time
360070004,IDN,1,2,2,1,10,10,10,1,1983,35,A religious person,Male,Married,Self employed
360070005,IDN,1,2,2,1,5,9,10,4,1997,21,Don't know,Female,Married,Self employed
360070006,IDN,1,1,1,1,10,10,10,6,1995,23,A religious person,Male,Single,Full time
360070007,IDN,1,2,1,1,6,3,2,7,1975,43,A religious person,Male,Married,Self employed
360070008,IDN,1,2,2,1,5,5,3,-1,1973,45,A religious person,Male,Married,Self employed
360070009,IDN,1,1,1,1,3,4,3,5,1986,32,A religious person,Male,Married,Full time
360070010,IDN,1,2,2,2,8,1,2,-1,1986,32,A religious person,Male,Married,Part time
360070011,IDN,1,1,2,1,10,10,3,10,1984,34,A religious person,Male,Divorced,Self employed
360070012,IDN,1,2,3,1,10,9,5,10,1993,25,A religious person,Female,Married,Homemaker
360070013,IDN,1,2,3,1,10,1,1,10,1986,32,A religious person,Female,Married,Self employed
360070014,IDN,1,2,1,1,3,10,10,10,1999,19,A religious person,Female,Married,Homemaker
360070015,IDN,1,2,1,1,10,10,6,5,1994,24,Not a religious person,Female,Married,Self employed
360070016,IDN,1,3,3,1,9,8,7,5,1990,27,A religious person,Female,Married,Self employed
360070017,IDN,1,1,3,1,5,10,10,6,1971,47,A religious person,Female,Married,Part time
360070018,IDN,1,1,1,1,4,6,10,7,1995,23,A religious person,Male,Single,Self employed
360070019,IDN,1,1,1,1,10,10,7,10,1972,46,A religious person,Female,Married,Self employed
360070020,IDN,1,2,1,1,10,10,8,8,1987,31,A religious person,Female,Married,Self employed
360070021,IDN,1,3,2,1,5,4,4,-1,1964,54,A religious person,Male,Married,Part time
360070022,IDN,1,1,3,1,10,10,10,4,1990,27,A religious person,Female,Married,Homemaker
360070023,IDN,1,1,3,2,10,10,1,10,1996,22,A religious person,Female,Single,Part time
360070024,IDN,1,1,2,1,5,10,10,1,1994,24,Not a religious person,Female,Single,Unemployed
360070025,IDN,1,2,1,1,3,6,10,9,1988,30,A religious person,Male,Married,Full time
360070026,IDN,1,1,1,1,5,6,5,10,1971,47,A religious person,Male,Married,Unemployed
360070027,IDN,1,1,2,1,6,5,8,1,1989,29,A religious person,Female,Married,Homemaker
360070028,IDN,1,3,1,1,7,6,9,9,1989,28,A religious person,Female,Married,Homemaker
360070029,IDN,1,2,1,1,10,10,10,8,1953,65,A religious person,Male,Married,Self employed
360070030,IDN,1,2,1,1,8,9,10,8,1984,33,A religious person,Female,Widowed,Full time
360070031,IDN,1,1,2,1,7,8,7,6,1972,45,A religious person,Male,Married,Full time
360070032,IDN,1,2,1,1,10,10,10,5,1992,25,A religious person,Female,Married,Self employed
360070033,IDN,1,1,2,1,7,7,7,6,2000,18,A religious person,Female,Single,Unemployed
360070034,IDN,1,2,2,1,5,10,10,10,1969,49,A religious person,Female,Married,Homemaker
360070035,IDN,1,2,3,1,10,10,10,10,1984,34,A religious person,Male,Married,Self employed
360070036,IDN,1,1,2,1,1,10,1,1,1975,42,A religious person,Female,Married,Homemaker
360070037,IDN,1,2,1,1,7,9,7,-1,1984,34,A religious person,Male,Married,Full time
360070038,IDN,1,2,3,1,10,6,7,10,1998,19,A religious person,Male,Single,Full time
360070039,IDN,1,1,1,1,1,5,5,4,1977,41,A religious person,Male,Married,Full time
360070040,IDN,1,1,1,1,8,10,10,4,1996,21,A religious person,Female,Married,Homemaker
360070041,IDN,1,2,1,1,5,6,4,6,1974,44,A religious person,Male,Married,Full time
360070042,IDN,1,4,3,1,10,10,10,10,1992,25,A religious person,Female,Married,Self employed
360070043,IDN,1,1,2,2,10,5,5,8,1999,18,Not a religious person,Female,Single,Unemployed
360070044,IDN,1,1,2,1,5,10,4,5,1969,49,A religious person,Male,Married,Part time
360070045,IDN,1,1,1,1,8,9,9,10,1993,24,Not a religious person,Female,Married,Homemaker
360070046,IDN,1,2,3,1,9,10,9,1,1990,28,A religious person,Female,Married,Self employed
360070047,IDN,1,1,1,1,5,6,5,5,1999,18,A religious person,Female,Single,Unemployed
360070048,IDN,1,1,1,1,8,9,7,3,1967,51,A religious person,Female,Married,Self employed
360070049,IDN,1,1,1,1,10,5,10,10,1998,19,Not a religious person,Male,Single,Part time
360070050,IDN,1,3,3,1,10,10,10,10,1994,23,A religious person,Female,Married,Homemaker
360070051,IDN,1,1,1,1,8,10,5,-1,1976,42,A religious person,Male,Married,Self employed
360070052,IDN,1,2,2,1,8,9,7,-1,1990,28,A religious person,Female,Married,Homemaker
360070053,IDN,1,2,1,1,7,8,7,5,1993,25,A religious person,Female,Married,Self employed
360070054,IDN,1,3,3,1,5,10,7,-2,1980,38,A religious person,Male,Married,Self employed
360070055,IDN,1,1,1,1,5,5,5,5,1973,45,A religious person,Female,Married,Homemaker
360070056,IDN,1,2,1,1,2,-1,2,-1,1976,42,A religious person,Female,Married,Part time
360070057,IDN,1,3,1,1,9,8,9,-1,1994,24,A religious person,Female,Divorced,Homemaker
360070058,IDN,1,1,1,1,5,9,7,5,1996,23,A religious person,Female,Single,Unemployed
360070059,IDN,1,3,1,1,5,7,8,4,1990,28,A religious person,Female,Married,Homemaker
360070060,IDN,1,2,1,1,7,9,8,-1,1994,24,A religious person,Female,Married,Self employed
360070061,IDN,1,1,1,1,10,10,7,8,1984,33,A religious person,Male,Married,Self employed
360070062,IDN,1,1,1,1,10,10,5,-1,1986,32,A religious person,Female,Married,Homemaker
360070063,IDN,1,1,3,1,2,5,1,1,1988,30,A religious person,Male,Married,Self employed
360070064,IDN,1,1,1,1,7,6,8,10,1985,33,A religious person,Female,Married,Homemaker
360070065,IDN,1,1,2,1,10,10,10,5,1976,42,A religious person,Male,Married,Self employed
360070066,IDN,1,1,2,1,10,4,6,10,1982,36,A religious person,Female,Married,Self employed
360070067,IDN,1,1,2,1,10,4,10,10,1963,55,A religious person,Male,Married,Self employed
360070068,IDN,1,1,1,1,1,5,5,-1,1974,43,A religious person,Female,Married,Full time
360070069,IDN,1,2,1,1,8,8,2,4,1973,45,A religious person,Male,Married,Self employed
360070070,IDN,1,2,4,1,10,1,4,10,1971,47,A religious person,Female,Divorced,Full time
360070071,IDN,1,2,1,1,8,10,10,10,1977,41,A religious person,Male,Married,Full time
360070072,IDN,1,2,2,1,10,6,7,7,1999,18,A religious person,Male,Single,Self employed
360070073,IDN,1,4,3,1,8,3,10,10,1987,30,A religious person,Female,Married,Homemaker
360070074,IDN,1,1,2,2,5,9,8,-1,1999,19,A religious person,Female,Single,Student
360070075,IDN,1,3,2,1,6,6,7,-1,1971,47,A religious person,Male,Married,Part time
360070076,IDN,1,2,3,1,8,9,10,7,1986,32,A religious person,Female,Married,Homemaker
360070077,IDN,1,1,3,1,10,10,1,10,1975,43,A religious person,Male,Married,Full time
360070078,IDN,1,1,2,1,8,10,6,10,1999,18,A religious person,Male,Single,Self employed
360070079,IDN,1,2,2,1,6,6,5,5,1986,31,A religious person,Female,Single,Part time
360070080,IDN,1,1,1,1,1,10,9,5,1987,31,A religious person,Female,Married,Homemaker
360070081,IDN,1,1,3,1,10,10,10,10,1976,41,A religious person,Male,Married,Self employed
360070082,IDN,1,1,1,1,10,1,1,-1,1976,42,A religious person,Male,Single,Self employed
360070083,IDN,1,1,1,1,10,10,10,10,1986,32,Not a religious person,Male,Married,Part time
360070084,IDN,1,2,2,1,10,10,10,1,1990,28,Not a religious person,Male,Single,Full time
360070085,IDN,1,1,3,2,8,10,8,10,1961,57,A religious person,Male,Married,Self employed
360070086,IDN,1,1,1,1,4,8,6,7,1968,49,A religious person,Female,Married,Full time
360070087,IDN,1,2,1,1,9,6,6,10,1965,53,A religious person,Female,Widowed,Self employed
360070088,IDN,1,2,1,1,10,8,6,5,1996,22,A religious person,Male,Single,Full time
360070089,IDN,1,1,1,1,10,10,10,5,1982,35,A religious person,Male,Married,Part time
360070090,IDN,1,1,1,1,8,8,6,4,1986,32,A religious person,Female,Married,Self employed
360070091,IDN,1,2,2,1,10,5,8,3,1988,30,A religious person,Male,Married,Full time
360070092,IDN,1,1,1,1,10,10,10,10,1950,68,A religious person,Male,Married,Self employed
360070093,IDN,1,2,1,1,4,3,2,3,1974,44,A religious person,Male,Married,Self employed
360070094,IDN,1,1,1,1,10,10,1,5,1972,46,A religious person,Female,Divorced,Self employed
360070095,IDN,1,1,3,2,9,10,1,5,1998,20,A religious person,Female,Single,Unemployed
360070096,IDN,1,2,3,2,9,10,7,8,1993,25,Not a religious person,Male,Single,Full time
360070097,IDN,1,2,1,1,10,10,7,9,1981,37,A religious person,Male,Married,Full time
360070098,IDN,1,2,1,1,10,10,2,10,1997,21,A religious person,Male,Single,Part time
360070099,IDN,1,2,1,1,5,10,5,10,1988,29,Not a religious person,Male,Married,Part time
360070100,IDN,1,1,3,1,5,4,3,7,1988,29,A religious person,Female,Married,Part time
360070101,IDN,1,2,3,1,10,10,5,7,1966,53,A religious person,Female,Widowed,Part time
360070102,IDN,1,2,2,1,8,10,4,8,1982,36,Don't know,Female,Married,Part time
360070103,IDN,1,3,1,1,7,7,8,10,1983,35,A religious person,Female,Divorced,Full time
360070104,IDN,1,1,1,1,10,10,10,-1,1988,30,A religious person,Female,Married,Full time
360070105,IDN,1,1,1,1,5,5,5,5,1988,29,A religious person,Male,Married,Self employed
360070106,IDN,1,2,1,1,10,1,1,5,1977,41,A religious person,Female,Divorced,Full time
360070107,IDN,1,1,3,2,10,10,3,5,1999,19,A religious person,Female,Single,Full time
360070108,IDN,1,1,1,1,8,9,8,-1,1980,38,A religious person,Female,Married,Part time
360070109,IDN,1,1,1,1,8,5,5,5,1994,24,A religious person,Female,Single,Full time
360070110,IDN,1,2,3,1,8,5,5,9,1957,61,A religious person,Male,Married,Self employed
360070111,IDN,1,1,2,1,7,6,5,6,1977,41,A religious person,Female,Married,Full time
360070112,IDN,1,3,1,1,7,10,10,1,1982,36,A religious person,Female,Married,Self employed
360070113,IDN,1,1,1,1,10,,3,-1,1986,32,A religious person,Male,Married,Self employed
360070114,IDN,1,3,1,1,8,10,6,6,1995,22,Not a religious person,Male,Single,Self employed
360070115,IDN,1,1,1,1,10,10,10,5,1979,39,A religious person,Male,Married,Self employed
360070116,IDN,1,1,1,1,9,10,10,10,1995,23,A religious person,Female,Married,Homemaker
360070117,IDN,1,2,2,1,10,10,10,10,1987,31,A religious person,Female,Married,Self employed
360070118,IDN,1,1,3,1,8,5,5,5,1986,31,A religious person,Female,Married,Self employed
360070119,IDN,1,1,1,1,10,10,10,9,1999,18,A religious person,Female,Single,Self employed
360070120,IDN,1,1,2,1,4,8,6,7,1982,36,A religious person,Male,Married,Self employed
360070121,IDN,1,1,1,1,10,9,8,10,1990,28,A religious person,Male,Married,Part time
360070122,IDN,1,1,1,1,10,10,7,9,1978,40,A religious person,Male,Married,Full time
360070123,IDN,1,1,3,1,8,10,10,5,1999,19,Not a religious person,Male,Single,Unemployed
360070124,IDN,1,1,1,1,7,5,4,5,1967,52,A religious person,Male,Married,Part time
360070125,IDN,1,2,3,1,10,10,10,5,1999,19,A religious person,Female,Single,Unemployed
360070126,IDN,1,2,1,1,10,10,10,10,1998,20,A religious person,Female,Married,Self employed
360070127,IDN,1,1,2,1,10,10,10,10,1996,22,A religious person,Male,Married,Self employed
360070128,IDN,1,2,1,1,8,6,8,1,1988,30,A religious person,Female,Married,Full time
360070129,IDN,1,2,3,1,9,10,9,-1,1973,45,A religious person,Female,Married,Self employed
360070130,IDN,1,2,1,1,9,10,5,6,1984,34,A religious person,Female,Married,Homemaker
360070131,IDN,1,1,1,1,6,5,7,6,1996,22,A religious person,Female,Single,Student
360070132,IDN,1,3,2,1,10,10,10,8,1993,24,A religious person,Female,Married,Homemaker
360070133,IDN,1,1,2,2,10,9,5,9,1978,40,A religious person,Male,Divorced,Self employed
360070134,IDN,1,1,2,1,8,8,9,6,1964,54,A religious person,Male,Married,Full time
360070135,IDN,1,1,1,2,7,7,6,6,1977,41,A religious person,Female,Married,Homemaker
360070136,IDN,1,1,1,4,6,10,8,10,1980,38,A religious person,Female,Married,Self employed
360070137,IDN,2,2,1,1,10,10,10,2,1999,18,A religious person,Male,Single,Self employed
360070138,IDN,1,1,1,1,5,8,10,-1,1980,38,A religious person,Female,Married,Self employed
360070139,IDN,1,1,1,1,5,3,3,5,1963,55,A religious person,Male,Married,Self employed
360070140,IDN,1,2,1,1,8,8,10,10,2000,18,A religious person,Female,Single,Student
360070141,IDN,1,1,1,1,8,9,3,9,1979,38,A religious person,Female,Married,Self employed
360070142,IDN,1,2,1,1,10,9,9,9,1968,50,A religious person,Male,Married,Self employed
360070143,IDN,1,1,1,1,9,10,10,-2,1984,34,A religious person,Female,Married,Homemaker
360070144,IDN,1,1,1,1,10,9,9,7,1988,30,A religious person,Female,Single,Full time
360070145,IDN,1,1,1,1,10,10,10,1,1977,40,A religious person,Male,Married,Full time
360070146,IDN,1,1,1,1,8,8,8,-1,1970,48,A religious person,Male,Married,Full time
360070147,IDN,1,3,2,3,5,8,8,5,1981,36,A religious person,Female,Married,Self employed
360070148,IDN,1,3,1,1,7,9,10,5,1979,39,A religious person,Female,Married,Self employed
360070149,IDN,1,1,1,1,10,10,10,5,1980,38,A religious person,Female,Married,Self employed
360070150,IDN,1,1,1,1,5,10,10,10,1972,46,A religious person,Male,Married,Self employed
360070151,IDN,1,2,3,1,10,10,10,5,1973,45,A religious person,Female,Married,Homemaker
360070152,IDN,1,2,1,1,7,6,7,5,1999,19,Not a religious person,Male,Single,Student
360070153,IDN,1,2,1,1,8,10,10,10,1999,19,Not a religious person,Female,Single,Student
360070154,IDN,1,2,1,1,10,10,10,10,1960,57,A religious person,Female,Widowed,Homemaker
360070155,IDN,1,2,1,1,10,9,9,10,1998,20,A religious person,Male,Single,Student
360070156,IDN,1,2,1,2,8,7,8,5,1989,29,Not a religious person,Female,Married,Homemaker
360070157,IDN,1,2,2,1,4,5,3,6,1969,49,A religious person,Female,Married,Full time
360070158,IDN,1,2,3,1,8,3,8,5,1982,36,Not a religious person,Male,Married,Full time
360070159,IDN,1,2,1,1,10,5,3,1,1977,40,A religious person,Female,Widowed,Full time
360070160,IDN,1,2,1,1,10,1,5,10,1976,42,Not a religious person,Male,Married,Self employed
360070161,IDN,1,3,1,1,10,10,9,8,1989,29,A religious person,Female,Married,Homemaker
360070162,IDN,1,1,1,1,8,10,10,6,1983,35,A religious person,Female,Married,Full time
360070163,IDN,1,2,1,1,3,9,7,10,2000,18,A religious person,Female,Married,Homemaker
360070164,IDN,1,2,3,1,7,6,4,8,1982,36,A religious person,Female,Married,Homemaker
360070165,IDN,1,3,2,1,8,5,4,5,1990,28,A religious person,Female,Married,Self employed
360070166,IDN,1,3,1,1,10,5,5,5,1986,31,A religious person,Female,Married,Homemaker
360070167,IDN,1,1,1,1,10,10,10,10,1995,22,A religious person,Female,Married,Self employed
360070168,IDN,1,1,1,1,10,10,1,-1,1982,35,A religious person,Female,Married,Self employed
360070169,IDN,1,3,1,1,10,10,10,10,1987,30,A religious person,Male,Married,Full time
360070170,IDN,1,3,2,1,8,10,6,10,1988,30,A religious person,Female,Married,Homemaker
360070171,IDN,1,3,1,2,5,10,5,5,1975,43,A religious person,Male,Married,Self employed
360070172,IDN,1,2,1,2,10,10,10,10,1970,48,A religious person,Female,Married,Homemaker
360070173,IDN,1,3,2,2,10,10,10,10,1971,47,A religious person,Male,Married,Self employed
360070174,IDN,1,2,1,1,5,7,5,5,1991,27,Not a religious person,Female,Married,Self employed
360070175,IDN,1,2,3,1,6,7,7,6,1963,55,A religious person,Male,Widowed,Self employed
360070176,IDN,1,2,2,1,5,8,8,5,1962,55,A religious person,Female,Married,Full time
360070177,IDN,1,1,3,1,10,10,8,9,1970,48,A religious person,Male,Married,Full time
360070178,IDN,1,1,2,1,10,10,8,5,1998,20,Not a religious person,Female,Single,Student
360070179,IDN,1,1,1,1,1,10,10,10,1975,42,A religious person,Male,Married,Self employed
360070180,IDN,1,3,1,1,1,5,1,5,1974,44,A religious person,Female,Divorced,Full time
360070181,IDN,1,1,3,1,8,8,7,8,1984,34,Not a religious person,Male,Married,Self employed
360070182,IDN,1,1,2,1,10,8,7,-1,1999,19,A religious person,Male,Single,Full time
360070183,IDN,1,1,3,1,4,1,1,10,1963,55,A religious person,Male,Married,Self employed
360070184,IDN,1,1,2,1,8,7,6,-1,1975,42,A religious person,Female,Married,Homemaker
360070185,IDN,1,3,1,1,7,10,10,1,1998,20,A religious person,Female,Single,Unemployed
360070186,IDN,1,2,4,1,10,7,5,10,1958,60,A religious person,Female,Married,Self employed
360070187,IDN,1,2,3,1,10,1,1,9,1977,41,A religious person,Male,Married,Self employed
360070188,IDN,1,3,1,1,9,1,3,10,1990,28,Not a religious person,Female,Married,Self employed
360070189,IDN,1,2,2,1,6,6,4,5,1971,46,Not a religious person,Male,Married,Self employed
360070190,IDN,1,2,2,1,8,9,6,7,1965,53,A religious person,Female,Married,Full time
360070191,IDN,1,1,1,1,4,5,6,-1,1995,24,A religious person,Female,Married,Self employed
360070192,IDN,1,2,1,1,7,3,3,5,1991,27,A religious person,Female,Married,Homemaker
360070193,IDN,1,1,1,1,10,5,8,10,1993,25,Not a religious person,Male,Single,Full time
360070194,IDN,1,2,3,1,6,6,6,5,1978,40,A religious person,Female,Married,Self employed
360070195,IDN,1,1,1,1,10,10,10,5,1964,54,A religious person,Female,Married,Self employed
360070196,IDN,1,2,1,1,10,10,10,5,1978,40,A religious person,Male,Married,Self employed
360070197,IDN,1,2,3,1,8,6,7,5,1971,47,A religious person,Male,Married,Self employed
360070198,IDN,1,1,1,1,10,10,5,5,1988,30,A religious person,Female,Married,Homemaker
360070199,IDN,1,3,3,1,5,4,2,5,1963,55,A religious person,Male,Divorced,Self employed
360070200,IDN,1,1,1,1,7,5,6,-1,1977,40,A religious person,Female,Married,Homemaker
360070201,IDN,1,1,2,1,5,2,2,10,1967,51,A religious person,Female,Married,Self employed
360070202,IDN,1,2,1,1,6,9,9,8,1987,31,Not a religious person,Female,Married,Homemaker
360070203,IDN,1,2,3,1,7,6,5,-1,1973,44,A religious person,Female,Married,Self employed
360070204,IDN,1,1,3,1,10,10,7,-1,1982,36,A religious person,Female,Married,Self employed
360070205,IDN,1,1,1,1,3,6,7,-1,1965,53,A religious person,Female,Married,Full time
360070206,IDN,1,1,3,1,6,3,1,1,1966,52,A religious person,Female,Married,Self employed
360070207,IDN,1,2,3,1,7,10,5,-1,1977,40,A religious person,Female,Married,Self employed
360070208,IDN,1,1,1,1,5,7,7,-1,1970,48,A religious person,Female,Married,Self employed
360070209,IDN,1,2,2,1,7,8,3,9,1963,55,A religious person,Male,Married,Full time
360070210,IDN,1,1,1,1,10,5,5,1,1988,30,Not a religious person,Male,Single,Self employed
360070211,IDN,1,1,2,1,10,10,10,-1,1972,46,A religious person,Male,Married,Part time
360070212,IDN,1,2,1,1,-1,5,6,-1,1953,65,A religious person,Female,Married,Homemaker
360070213,IDN,1,2,3,1,5,8,10,-1,1985,32,A religious person,Female,Married,Self employed
360070214,IDN,1,2,3,1,10,6,3,-1,1975,43,A religious person,Female,Married,Homemaker
360070215,IDN,1,3,1,1,10,10,5,6,1970,48,A religious person,Male,Married,Self employed
360070216,IDN,1,2,3,1,10,10,10,5,1988,30,A religious person,Female,Married,Self employed
360070217,IDN,1,2,1,1,10,5,5,-1,1966,52,Not a religious person,Male,Married,Self employed
360070218,IDN,1,1,2,1,10,10,10,-1,1967,51,A religious person,Female,Married,Self employed
360070219,IDN,3,2,4,1,10,10,1,-1,1946,72,A religious person,Male,Married,Retired/pensioned
360070220,IDN,1,2,4,2,8,5,4,-1,1965,53,A religious person,Male,Married,Self employed
360070221,IDN,1,2,1,1,3,3,2,6,1979,39,Don't know,Male,Married,Self employed
360070222,IDN,1,2,1,1,8,8,3,8,1973,44,A religious person,Male,Married,Self employed
360070223,IDN,1,1,1,1,10,4,7,2,1962,56,A religious person,Male,Married,Self employed
360070224,IDN,1,2,1,1,7,7,5,5,1972,46,A religious person,Female,Married,Self employed
360070225,IDN,1,1,1,1,7,5,3,-1,1978,40,Don't know,Female,Married,Self employed
360070226,IDN,1,1,2,1,8,3,5,7,1974,43,A religious person,Male,Married,Self employed
360070227,IDN,1,2,1,1,8,6,5,5,1967,51,Not a religious person,Male,Married,Self employed
360070228,IDN,1,1,2,1,4,5,3,5,1963,55,A religious person,Male,Married,Self employed
360070229,IDN,1,3,4,1,10,6,3,4,1990,28,Not a religious person,Male,Single,Self employed
360070230,IDN,1,1,3,1,10,10,1,-1,1969,48,A religious person,Female,Married,Self employed
360070231,IDN,1,1,1,1,8,6,3,-1,1968,49,A religious person,Female,Separated,Full time
360070232,IDN,1,2,3,1,1,2,2,-1,1955,63,A religious person,Male,Married,Self employed
360070233,IDN,1,1,1,1,10,5,3,-1,1983,35,A religious person,Male,Married,Full time
360070234,IDN,1,2,1,1,5,5,5,5,1964,54,Don't know,Male,Married,Self employed
360070235,IDN,1,2,2,1,7,7,6,-1,2000,18,A religious person,Female,Single,Self employed
360070236,IDN,1,2,1,1,8,10,8,5,1983,35,A religious person,Female,Married,Self employed
360070237,IDN,1,1,1,1,-1,-1,-1,5,1942,76,A religious person,Female,Divorced,Self employed
360070238,IDN,1,1,2,1,8,7,3,6,1979,39,A religious person,Female,Married,Full time
360070239,IDN,1,2,3,1,5,5,3,5,1992,25,A religious person,Male,Single,Full time
360070240,IDN,1,2,4,1,6,6,7,-1,1953,65,A religious person,Male,Married,Unemployed
360070241,IDN,1,2,2,1,10,10,5,5,1987,31,Don't know,Male,Single,Self employed
360070242,IDN,1,2,3,1,10,10,10,5,1953,65,A religious person,Female,Married,Homemaker
360070243,IDN,1,3,2,1,8,10,10,8,1994,24,A religious person,Female,Married,Self employed
360070244,IDN,1,2,2,1,6,7,4,3,1980,38,Don't know,Female,Married,Full time
360070245,IDN,1,3,2,1,8,5,3,5,1966,52,Not a religious person,Female,Widowed,Part time
360070246,IDN,1,2,3,1,7,9,7,5,1984,34,A religious person,Female,Married,Full time
360070247,IDN,1,2,1,1,8,8,8,-1,1984,34,A religious person,Female,Married,Self employed
360070248,IDN,1,2,2,2,8,8,8,-1,1989,29,A religious person,Male,Single,Full time
360070249,IDN,1,3,1,1,10,3,3,3,1985,33,A religious person,Female,Married,Self employed
360070250,IDN,1,2,2,1,6,5,7,7,1999,18,A religious person,Female,Single,Student
360070251,IDN,1,2,3,1,10,10,5,10,1980,38,Not a religious person,Male,Married,Full time
360070252,IDN,1,2,1,1,10,10,8,8,1993,25,Not a religious person,Male,Married,Self employed
360070253,IDN,1,1,2,1,9,10,8,8,1984,34,Not a religious person,Male,Married,Self employed
360070254,IDN,1,2,1,1,8,10,9,7,1976,42,Not a religious person,Female,Married,Self employed
360070255,IDN,1,1,2,1,6,8,9,-1,1963,55,A religious person,Male,Married,Self employed
360070256,IDN,1,2,1,1,7,7,7,6,1959,59,A religious person,Female,Married,Full time
360070257,IDN,1,3,3,1,10,10,8,9,1949,69,A religious person,Female,Widowed,Self employed
360070258,IDN,1,1,3,1,6,9,6,6,1977,41,A religious person,Female,Married,Homemaker
360070259,IDN,1,2,1,1,8,10,8,5,1962,56,A religious person,Male,Married,Full time
360070260,IDN,1,2,2,1,9,8,10,2,1965,53,A religious person,Female,Married,Self employed
360070261,IDN,1,1,2,1,5,10,8,5,1987,30,Not a religious person,Male,Married,Self employed
360070262,IDN,1,1,2,2,6,5,4,-1,1987,31,A religious person,Female,Married,Homemaker
360070263,IDN,1,1,1,1,1,6,6,2,1986,32,Not a religious person,Female,Married,Part time
360070264,IDN,1,1,1,1,10,2,1,4,1963,55,A religious person,Female,Married,Full time
360070265,IDN,1,3,2,1,9,9,5,10,1960,58,Not a religious person,Male,Married,Full time
360070266,IDN,1,3,2,1,8,7,6,5,1986,31,Not a religious person,Female,Married,Full time
360070267,IDN,1,1,2,1,8,7,7,4,1988,30,Not a religious person,Male,Married,Part time
360070268,IDN,1,3,2,1,8,2,5,1,1982,36,Not a religious person,Female,Married,Self employed
360070269,IDN,1,2,1,1,7,7,7,7,1982,36,Not a religious person,Male,Married,Full time
360070270,IDN,1,1,2,1,8,10,10,8,1988,30,A religious person,Female,Married,Homemaker
360070271,IDN,1,1,1,1,5,7,8,8,1989,29,A religious person,Female,Married,Full time
360070272,IDN,1,1,1,1,5,9,5,1,1989,29,A religious person,Female,Married,Homemaker
360070273,IDN,1,1,1,1,7,8,10,6,1959,59,A religious person,Female,Married,Full time
360070274,IDN,1,1,2,1,10,10,2,-1,1971,47,A religious person,Female,Married,Part time
360070275,IDN,1,2,3,1,10,8,7,1,1975,43,A religious person,Female,Married,Part time
360070276,IDN,1,1,1,1,5,8,7,6,1992,25,Not a religious person,Female,Married,Full time
360070277,IDN,1,2,3,1,7,7,5,10,1988,30,A religious person,Male,Single,Part time
360070278,IDN,1,2,1,1,10,9,8,9,1973,45,A religious person,Female,Married,Homemaker
360070279,IDN,1,1,2,1,7,8,7,-1,1976,42,A religious person,Female,Married,Self employed
360070280,IDN,1,1,1,1,9,10,8,7,1993,24,A religious person,Female,Married,Homemaker
360070281,IDN,1,2,1,1,8,10,8,-1,1988,30,A religious person,Female,Married,Homemaker
360070282,IDN,1,3,2,1,10,9,5,9,1990,27,A religious person,Female,Married,Homemaker
360070283,IDN,1,2,2,1,5,8,7,-1,1958,59,A religious person,Male,Married,Full time
360070284,IDN,1,3,2,2,10,4,4,-1,1993,25,A religious person,Female,Married,Homemaker
360070285,IDN,1,2,2,1,7,8,3,-1,1993,24,Not a religious person,Male,Married,Part time
360070286,IDN,1,3,1,1,10,10,10,-1,1969,48,A religious person,Female,Married,Self employed
360070287,IDN,1,1,1,1,10,10,10,5,1990,28,A religious person,Male,Married,Full time
360070288,IDN,1,2,1,1,10,5,7,9,2000,18,A religious person,Male,Single,Part time
360070289,IDN,1,2,1,1,5,9,9,-1,1970,48,A religious person,Female,Married,Self employed
360070290,IDN,1,2,1,1,8,5,5,6,1985,33,Not a religious person,Male,Married,Self employed
360070291,IDN,1,1,1,1,10,10,10,6,1947,70,A religious person,Male,Widowed,Self employed
360070292,IDN,1,2,1,1,7,10,10,-1,1998,20,A religious person,Male,Single,Unemployed
360070293,IDN,1,3,1,1,6,8,7,6,1977,41,A religious person,Male,Married,Full time
360070294,IDN,1,1,2,1,7,8,6,-1,1999,19,Not a religious person,Male,Single,Unemployed
360070295,IDN,1,2,1,1,8,7,7,-1,1960,57,A religious person,Female,Married,Self employed
360070296,IDN,1,2,1,1,7,7,6,-1,1960,58,A religious person,Male,Married,Self employed
360070297,IDN,1,3,1,1,10,10,7,7,1983,34,A religious person,Male,Married,Full time
360070298,IDN,1,1,1,1,10,4,4,-1,1978,39,A religious person,Female,Widowed,Full time
360070299,IDN,1,1,2,1,10,10,1,10,1952,66,A religious person,Female,Married,Homemaker
360070300,IDN,1,2,4,1,4,8,2,-1,1975,42,Not a religious person,Female,Married,Homemaker
360070301,IDN,1,1,2,1,10,5,10,-1,1971,47,A religious person,Male,Married,Full time
360070302,IDN,1,1,2,1,5,5,4,-1,1980,38,A religious person,Female,Married,Homemaker
360070303,IDN,1,1,1,1,1,10,10,-1,1983,35,A religious person,Male,Married,Self employed
360070304,IDN,1,2,2,1,8,7,6,-1,1987,31,A religious person,Male,Married,Full time
360070305,IDN,1,2,1,1,7,5,7,7,2000,18,A religious person,Female,Single,Student
